DATE,REGION,REVENUE,COGS,FORECASTED_REVENUE
02-08-2023,North Zone,1175.76,1118.35,3312.45
02-08-2023,East Zone,292.54,2786.26,5428.55
02-08-2023,West Zone,3067.1,1792.58,305.4
02-08-2023,South Zone,3351.11,343.65,2409.03
02-08-2023,Central Zone,4746.71,140.33,1697.55
03-08-2023,North Zone,1625.32,73.99,5683.55
03-08-2023,East Zone,2775.08,985.92,3239.01
03-08-2023,West Zone,5178.47,860.68,241.44
03-08-2023,South Zone,273.57,1957.19,120.34
03-08-2023,Central Zone,354.07,2058.07,708.31
04-08-2023,North Zone,7424.72,104.91,43.63
04-08-2023,East Zone,2543.89,5141.43,1550.22
04-08-2023,West Zone,7081.62,431.35,3025.8
04-08-2023,South Zone,0.66,677.58,4846.01
04-08-2023,Central Zone,532.9,1241.74,7452.9
05-08-2023,North Zone,1015.08,64.18,4557.32
05-08-2023,East Zone,1120.08,2051.88,4493.78
05-08-2023,West Zone,3964.61,350.96,747.1
05-08-2023,South Zone,1575.2,4092.52,895.39
05-08-2023,Central Zone,5525.2,465.9,3083.76
06-08-2023,North Zone,2986.29,1399.33,4320.97
06-08-2023,East Zone,374.39,666.58,1120.07
06-08-2023,West Zone,3308.01,2725.78,4157.05
06-08-2023,South Zone,2859.28,1243.03,3170.55
06-08-2023,Central Zone,4306.67,717.31,612.16
07-08-2023,North Zone,5897.64,2007.17,677.98
07-08-2023,East Zone,350.62,1311.72,5028.23
07-08-2023,West Zone,5550.69,689.44,4101.88
07-08-2023,South Zone,819.4,363.94,5466.14
07-08-2023,Central Zone,3264.82,2223.97,1332.49
08-08-2023,North Zone,12678.27,1350.02,731.85
08-08-2023,East Zone,817.36,1555.03,1683.37
08-08-2023,West Zone,1332.02,529.37,1348.49
08-08-2023,South Zone,3128.46,4457.99,1366.91
08-08-2023,Central Zone,354.37,1982.3,14334.16
09-08-2023,North Zone,1664.1,3896.22,924.6
09-08-2023,East Zone,397.86,1976.61,1930.3
09-08-2023,West Zone,3198.6,71.27,395.84
09-08-2023,South Zone,4203.21,1301.76,150.7
09-08-2023,Central Zone,6826.05,76.08,11968.53
10-08-2023,North Zone,9936.58,34.32,4401.18
10-08-2023,East Zone,2227.95,4753.74,1747.76
10-08-2023,West Zone,3825.7,112.44,566.23
10-08-2023,South Zone,239.79,677.37,12042.12
10-08-2023,Central Zone,2496.49,2061.1,1743.81
11-08-2023,North Zone,6199.28,911.67,5671.73
11-08-2023,East Zone,2726.01,476.35,565.53
11-08-2023,West Zone,1428.58,890.07,2364.45
11-08-2023,South Zone,284.04,2892.27,2194.22
11-08-2023,Central Zone,2097.51,76.49,1079.49
12-08-2023,North Zone,8475.91,1987.23,4048.58
12-08-2023,East Zone,259.27,636.97,388.35
12-08-2023,West Zone,2556.23,184.11,56.4
12-08-2023,South Zone,1876.75,4560.31,7676.49
12-08-2023,Central Zone,4812.31,43.21,5058.49
13-08-2023,North Zone,558.5,852.26,2649.91
13-08-2023,East Zone,639.94,1253.67,3802.09
13-08-2023,West Zone,4290.08,301.76,350.74
13-08-2023,South Zone,3882.83,3652.06,172.09
13-08-2023,Central Zone,2485.01,835.28,4122.24
14-08-2023,North Zone,8.82,799.7,1923.93
14-08-2023,East Zone,3734.49,3757.95,1689.15
14-08-2023,West Zone,8438.75,4058.24,5057.59
14-08-2023,South Zone,2124.12,1957.75,6131.87
14-08-2023,Central Zone,5221.74,127.2,4121.99
15-08-2023,North Zone,7672.11,2690.63,852.71
15-08-2023,East Zone,6235.53,674.12,3870.73
15-08-2023,West Zone,2341.2,403.3,112.79
15-08-2023,South Zone,449.12,4270.66,873.18
15-08-2023,Central Zone,176.92,1742.18,11098.18
16-08-2023,North Zone,3723.45,940.55,533.04
16-08-2023,East Zone,3825.84,2225.77,291.24
16-08-2023,West Zone,3034.57,1007.21,6590.11
16-08-2023,South Zone,188.89,1498.26,2875.1
16-08-2023,Central Zone,1382.33,825.3,1919.5
17-08-2023,North Zone,2056.76,2375.72,1194.74
17-08-2023,East Zone,179.65,906.48,557.04
17-08-2023,West Zone,13526.52,2531.22,5135.91
17-08-2023,South Zone,1459.98,2490.92,7919.02
17-08-2023,Central Zone,2250.8,1545.23,6044.2
18-08-2023,North Zone,377.74,961.92,827.21
18-08-2023,East Zone,5235.82,1286.22,265.38
18-08-2023,West Zone,7776.65,304.17,1993.09
18-08-2023,South Zone,457.68,3045.98,4213.97
18-08-2023,Central Zone,3460.67,2379.04,11357.06
19-08-2023,North Zone,4228.54,1961.49,7993.27
19-08-2023,East Zone,1444.91,32.72,105.01
19-08-2023,West Zone,3883.92,274.26,72.07
19-08-2023,South Zone,2483.9,3150.87,3225.58
19-08-2023,Central Zone,498.15,2099.2,441.54
20-08-2023,North Zone,4218.92,1999.22,2763.26
20-08-2023,East Zone,1507.95,553.75,27.93
20-08-2023,West Zone,4089.08,316.38,4000.88
20-08-2023,South Zone,217.49,2364.29,1447.2
20-08-2023,Central Zone,2099.68,498.5,4192.07
21-08-2023,North Zone,1819.47,550.56,4490.31
21-08-2023,East Zone,8849.84,554.99,2471.19
21-08-2023,West Zone,3871.98,3319.52,2703.95
21-08-2023,South Zone,530.67,301.93,359.74
21-08-2023,Central Zone,110.05,2774.88,3977.16
22-08-2023,North Zone,483.46,1099.8,2564.02
22-08-2023,East Zone,4491.66,512.67,4237.46
22-08-2023,West Zone,38.17,1486.64,126.28
22-08-2023,South Zone,2343.06,554.09,520.89
22-08-2023,Central Zone,2900.28,1225.35,2723.81
23-08-2023,North Zone,7872.77,1445.72,2666.54
23-08-2023,East Zone,2784.68,1329.66,1781.07
23-08-2023,West Zone,25.89,2575.19,90.85
23-08-2023,South Zone,1162.05,1465.88,5968.37
23-08-2023,Central Zone,229.31,378.93,1138.82
24-08-2023,North Zone,10697.72,460.5,2212.18
24-08-2023,East Zone,2747.56,678.05,2963.61
24-08-2023,West Zone,5.19,1934.06,3837.93
24-08-2023,South Zone,106.12,3091.06,1343.87
24-08-2023,Central Zone,690.26,32.74,3366.41
25-08-2023,North Zone,2962.02,4410.16,4504.57
25-08-2023,East Zone,999.54,593.66,390.99
25-08-2023,West Zone,1381.8,124.02,1388.08
25-08-2023,South Zone,4043.18,731.68,6276.01
25-08-2023,Central Zone,4355.16,538.58,1134.19
26-08-2023,North Zone,1320.65,88.3,10435.32
26-08-2023,East Zone,3377.21,1504.47,171.56
26-08-2023,West Zone,631.08,4681.65,3288.42
26-08-2023,South Zone,455.56,1116.93,12.75
26-08-2023,Central Zone,8851.25,454.43,1400.44
27-08-2023,North Zone,2852.23,964.81,5270.06
27-08-2023,East Zone,3004.28,270.36,1138.88
27-08-2023,West Zone,5898.24,2141.71,1319.01
27-08-2023,South Zone,76.89,562.7,1094.44
27-08-2023,Central Zone,944.65,1332.45,2853.05
28-08-2023,North Zone,3681.83,111.17,2625.03
28-08-2023,East Zone,1757.64,2909.32,3698.21
28-08-2023,West Zone,8298.31,353.33,338.75
28-08-2023,South Zone,1736.2,541.75,6458.32
28-08-2023,Central Zone,393.86,4358.71,3950.87
29-08-2023,North Zone,9993.12,348.56,9265.85
29-08-2023,East Zone,21.55,919.88,5225.46
29-08-2023,West Zone,5974.63,1216.91,1080.83
29-08-2023,South Zone,35.18,6344.37,1188.31
29-08-2023,Central Zone,2614.08,406.23,2753.42
30-08-2023,North Zone,485.54,1684.22,1075.62
30-08-2023,East Zone,6392.59,398.06,1418.49
30-08-2023,West Zone,1066.45,598.2,6207.21
30-08-2023,South Zone,66.34,1033.64,166.67
30-08-2023,Central Zone,3164.4,1390.77,1584.28
31-08-2023,North Zone,2060.03,470.87,4569.05
31-08-2023,East Zone,5520.92,2210.4,999.66
31-08-2023,West Zone,2811.89,2282.22,3560.67
31-08-2023,South Zone,3123.57,1282.43,6020.16
31-08-2023,Central Zone,1657.38,547.12,1357
01-09-2023,North Zone,3030.98,1008.8,6640.42
01-09-2023,East Zone,1216.3,256.15,245.65
01-09-2023,West Zone,78.91,3390.83,1130.54
01-09-2023,South Zone,5653.44,36.56,2297.22
01-09-2023,Central Zone,1341.05,1000.86,1021.14
02-09-2023,North Zone,2858.7,3140.66,7196.67
02-09-2023,East Zone,1827.12,252.64,6414.3
02-09-2023,West Zone,4331.2,901.89,548.83
02-09-2023,South Zone,2205.41,196.64,3862.93
02-09-2023,Central Zone,5946.17,3638.97,862.07
03-09-2023,North Zone,5666.67,2575.45,3672.01
03-09-2023,East Zone,1822.33,561.97,1669.13
03-09-2023,West Zone,2863.27,2089.87,1344.02
03-09-2023,South Zone,948.84,1255.97,3678.59
03-09-2023,Central Zone,2659.49,375.64,2751.56
04-09-2023,North Zone,4413.17,175.48,4014.92
04-09-2023,East Zone,3139.24,348.58,1082.44
04-09-2023,West Zone,762.15,1205.63,4961.7
04-09-2023,South Zone,5654.18,3764.65,1609.4
04-09-2023,Central Zone,1685.47,1823.93,4095.05
05-09-2023,North Zone,1303.26,2057.36,4553.21
05-09-2023,East Zone,5059.14,189.89,691.18
05-09-2023,West Zone,3031.44,2165.15,1217.55
05-09-2023,South Zone,228.86,77.87,68.49
05-09-2023,Central Zone,2210.1,2539.58,4805.98
06-09-2023,North Zone,215.93,269.53,128.05
06-09-2023,East Zone,2462.2,794.32,1555.02
06-09-2023,West Zone,1191.89,750.57,5493.39
06-09-2023,South Zone,3981.21,708.61,3775.04
06-09-2023,Central Zone,3597.25,2361.9,48.59
07-09-2023,North Zone,12351.8,1870.31,2751.12
07-09-2023,East Zone,539.42,864.02,995.31
07-09-2023,West Zone,292.05,807.53,4542.08
07-09-2023,South Zone,311,309.67,5265.1
07-09-2023,Central Zone,1386.29,2388.79,1597.97
08-09-2023,North Zone,1107.85,2193.04,7021.36
08-09-2023,East Zone,6456.36,1396.82,2022.83
08-09-2023,West Zone,224.9,2161.27,2401.26
08-09-2023,South Zone,3937.01,290.87,1662.55
08-09-2023,Central Zone,1830.01,311.46,1591.5
09-09-2023,North Zone,4239.22,5650.19,3561.09
09-09-2023,East Zone,3703.37,531.59,3452.19
09-09-2023,West Zone,3157.12,679.21,4732.93
09-09-2023,South Zone,5007.77,1756.21,8067.93
09-09-2023,Central Zone,3296.84,1438.22,774.87
10-09-2023,North Zone,4800.51,2866.03,3121.46
10-09-2023,East Zone,1506.06,1606.61,5400.66
10-09-2023,West Zone,4733.77,1835.34,3232.89
10-09-2023,South Zone,3081.85,653.1,5674.38
10-09-2023,Central Zone,3531.06,2427.54,1014.52
11-09-2023,North Zone,7397.81,586.71,6506.46
11-09-2023,East Zone,735.76,3003.57,5988.41
11-09-2023,West Zone,1363.28,148.34,89.41
11-09-2023,South Zone,7464.51,1020.58,1457.46
11-09-2023,Central Zone,525.28,3624.79,3651.85
12-09-2023,North Zone,5473.23,254.13,2097.04
12-09-2023,East Zone,899.04,3147.73,2374.54
12-09-2023,West Zone,1344.85,4945.56,878.93
12-09-2023,South Zone,7222.25,995.41,2160.76
12-09-2023,Central Zone,4097.83,2076.74,13133.8
13-09-2023,North Zone,1729.88,238.71,3850.31
13-09-2023,East Zone,2227.17,1044.95,1203.88
13-09-2023,West Zone,3392.98,727.35,1156.72
13-09-2023,South Zone,2171.5,2939.52,2081.81
13-09-2023,Central Zone,1312.69,145.66,2524.95
14-09-2023,North Zone,1102.79,833.53,6884.5
14-09-2023,East Zone,3215.29,1019.05,3121.2
14-09-2023,West Zone,2424.4,3380.48,1063.62
14-09-2023,South Zone,8700.07,3206.88,4000.77
14-09-2023,Central Zone,79.37,8.35,1612.35
15-09-2023,North Zone,1468.27,2066.77,4773.06
15-09-2023,East Zone,1674.46,1212.74,5726.67
15-09-2023,West Zone,7671.2,1825.55,2108.59
15-09-2023,South Zone,3764.11,2491.36,3723.51
15-09-2023,Central Zone,1266.72,761.95,571.3
16-09-2023,North Zone,1089.87,1901.64,3772.34
16-09-2023,East Zone,32.78,3362.87,6118.31
16-09-2023,West Zone,881.97,2916.73,4663.45
16-09-2023,South Zone,6019.8,1869.72,91.99
16-09-2023,Central Zone,11594.94,987.11,3850.4
17-09-2023,North Zone,3789.97,1433.37,5040.5
17-09-2023,East Zone,2906.36,2949.98,382.43
17-09-2023,West Zone,2925.27,3198.53,3485.89
17-09-2023,South Zone,3294.26,26.32,151.17
17-09-2023,Central Zone,5.62,83.25,4562.41
18-09-2023,North Zone,953.97,807.74,2639.57
18-09-2023,East Zone,824.76,2503.85,5591.8
18-09-2023,West Zone,7875.2,301.17,927.43
18-09-2023,South Zone,1.5,192.82,1119.58
18-09-2023,Central Zone,2752.86,3365.9,919.28
19-09-2023,North Zone,4728.43,1208.89,1365.55
19-09-2023,East Zone,609.19,170.58,3230.48
19-09-2023,West Zone,4074.23,1000.04,3877.59
19-09-2023,South Zone,1244.65,771.27,29.61
19-09-2023,Central Zone,346.44,2932.88,2109.83
20-09-2023,North Zone,6211.38,206.51,1983.52
20-09-2023,East Zone,134.97,2635.9,1918.12
20-09-2023,West Zone,64.99,67.92,2806.32
20-09-2023,South Zone,2997.45,1294.29,2676.3
20-09-2023,Central Zone,755.51,1280.54,230.28
21-09-2023,North Zone,3535.61,3332.41,6600.6
21-09-2023,East Zone,2727.39,348.44,9412.91
21-09-2023,West Zone,645.67,253.7,65.74
21-09-2023,South Zone,6108.96,970.82,2052.6
21-09-2023,Central Zone,6277.66,4107.45,1189.93
22-09-2023,North Zone,4535.23,624.97,75.41
22-09-2023,East Zone,8764.88,3045,8067.7
22-09-2023,West Zone,29.79,737.07,3065.34
22-09-2023,South Zone,123.28,563.03,5306.6
22-09-2023,Central Zone,3245.99,2202.84,975.17
23-09-2023,North Zone,1394.35,3006.68,636.56
23-09-2023,East Zone,10364.61,26.79,810.2
23-09-2023,West Zone,983.31,1784.91,8941.85
23-09-2023,South Zone,1095.29,1542.14,1429.66
23-09-2023,Central Zone,4013.97,1003.72,4596.84
24-09-2023,North Zone,5285.32,2257.71,1201.02
24-09-2023,East Zone,399.36,645.55,1593.05
24-09-2023,West Zone,321.69,1152.37,5302.32
24-09-2023,South Zone,4073.03,819.34,3636.88
24-09-2023,Central Zone,2737.9,872.06,1122.28
25-09-2023,North Zone,5062.33,1452.89,6489.42
25-09-2023,East Zone,3765.48,371.13,1082.53
25-09-2023,West Zone,1.17,3555.55,3957.28
25-09-2023,South Zone,64.81,750.34,4449.51
25-09-2023,Central Zone,6970.31,1587.28,1276.36
26-09-2023,North Zone,210.16,227.5,1230.47
26-09-2023,East Zone,985.28,1398.89,1018.21
26-09-2023,West Zone,3297.84,1271.15,1621.43
26-09-2023,South Zone,3972.99,2145.91,2166.41
26-09-2023,Central Zone,2173.28,323.13,4025.62
27-09-2023,North Zone,4588.06,2820.48,1460.76
27-09-2023,East Zone,4915.77,2533.29,3876.25
27-09-2023,West Zone,166.28,1103.45,8246.84
27-09-2023,South Zone,4064.18,206.58,1314.72
27-09-2023,Central Zone,1121.99,1575.74,484.04
28-09-2023,North Zone,525.04,6362.54,5682.39
28-09-2023,East Zone,9173.14,3758.23,7216.32
28-09-2023,West Zone,1494.29,174.89,5772.14
28-09-2023,South Zone,992.46,50.04,316.64
28-09-2023,Central Zone,7590.02,1356.09,1154.8
29-09-2023,North Zone,1534.45,1362.27,977.65
29-09-2023,East Zone,8651.81,714.87,1008.11
29-09-2023,West Zone,1539.32,4125.31,10037.94
29-09-2023,South Zone,7019.57,550.6,3954.95
29-09-2023,Central Zone,19.9,1193.28,947.67
30-09-2023,North Zone,6070.58,2156.82,1849.51
30-09-2023,East Zone,113.79,998.13,506.12
30-09-2023,West Zone,621.33,122.34,3399.6
30-09-2023,South Zone,51.34,180.94,4195.02
30-09-2023,Central Zone,6524.55,2180.78,3366.64
01-10-2023,North Zone,528.78,728.81,7146.27
01-10-2023,East Zone,4277.1,1458.93,4701.15
01-10-2023,West Zone,10862.57,545.22,612.43
01-10-2023,South Zone,3872.37,3511.35,5886.31
01-10-2023,Central Zone,74.88,3915.43,2088.58
02-10-2023,North Zone,669.32,1954.58,4761.16
02-10-2023,East Zone,3050.41,1655.51,2363.56
02-10-2023,West Zone,1155.93,520.58,534.68
02-10-2023,South Zone,4174.56,577.55,711.35
02-10-2023,Central Zone,3266.8,2054.8,2822.89
03-10-2023,North Zone,2848.35,1011.9,1333.33
03-10-2023,East Zone,320.54,2162.83,1917.38
03-10-2023,West Zone,12975.77,1257.34,6132.98
03-10-2023,South Zone,2375.2,917.42,3233.85
03-10-2023,Central Zone,973.33,5754.42,8355.26
04-10-2023,North Zone,4564.73,3888.58,7019.55
04-10-2023,East Zone,6076.28,2885.67,1006.44
04-10-2023,West Zone,3121.18,256.65,631.9
04-10-2023,South Zone,5085.31,779.41,6212.32
04-10-2023,Central Zone,566.28,3588.81,4621.54
05-10-2023,North Zone,6717.37,4992.24,1992.96
05-10-2023,East Zone,3701.38,587.77,1215.99
05-10-2023,West Zone,4807.04,937.67,6605.22
05-10-2023,South Zone,391.43,1823.53,6011.3
05-10-2023,Central Zone,2374.81,2394.37,477.68
06-10-2023,North Zone,6321.23,502.15,3010.7
06-10-2023,East Zone,3958.77,196.76,2786.92
06-10-2023,West Zone,559.9,3911.15,3520.69
06-10-2023,South Zone,335.34,825.74,1045.99
06-10-2023,Central Zone,5129.24,2389.7,5041.52
07-10-2023,North Zone,3354.47,861.04,2880.77
07-10-2023,East Zone,11979.53,225.48,7611.82
07-10-2023,West Zone,1767.36,5117.13,5618.7
07-10-2023,South Zone,548.65,1308.57,2756.63
07-10-2023,Central Zone,1092.87,1410.65,1575.6
08-10-2023,North Zone,481.47,3223.21,3437.09
08-10-2023,East Zone,2280.95,412.58,6914.5
08-10-2023,West Zone,7829.07,669.14,1510.98
08-10-2023,South Zone,2111.9,1049.13,301.54
08-10-2023,Central Zone,226.81,200.26,978.98
09-10-2023,North Zone,771.73,801,3806.08
09-10-2023,East Zone,4712.04,3421.57,3885.95
09-10-2023,West Zone,4999,4194.41,7548.08
09-10-2023,South Zone,938.84,570.59,909.57
09-10-2023,Central Zone,7067.83,941.01,888.23
10-10-2023,North Zone,1687.4,15.88,3314.63
10-10-2023,East Zone,4152.25,880.34,3151.07
10-10-2023,West Zone,1882.14,4192.4,3361.33
10-10-2023,South Zone,6045.93,929.62,91.1
10-10-2023,Central Zone,2411.05,2578.39,5573.18
11-10-2023,North Zone,2309.76,37.88,1006.61
11-10-2023,East Zone,1063.44,568.19,5856.88
11-10-2023,West Zone,1646.02,1974.19,639.02
11-10-2023,South Zone,4192.99,2666.03,2258.42
11-10-2023,Central Zone,920.16,553.6,283.7
12-10-2023,North Zone,2991.91,17.68,6354.74
12-10-2023,East Zone,784.05,2244.82,38.83
12-10-2023,West Zone,4422.03,1626.03,62.22
12-10-2023,South Zone,894.47,30.62,1016.74
12-10-2023,Central Zone,4379.88,1731.84,4709.02
13-10-2023,North Zone,3066,1404.85,2812.41
13-10-2023,East Zone,3387.36,112.26,120.2
13-10-2023,West Zone,1933.76,849.51,6166.21
13-10-2023,South Zone,925.5,879.72,594.7
13-10-2023,Central Zone,2168.79,2489.26,1584.93
14-10-2023,North Zone,4653.75,1233.29,348.61
14-10-2023,East Zone,3597.09,1725.54,10453.19
14-10-2023,West Zone,9213.95,1686.66,24.44
14-10-2023,South Zone,1766.63,1543.52,8230.3
14-10-2023,Central Zone,586.87,4041.52,719.97
15-10-2023,North Zone,1671.16,2421.54,1117.63
15-10-2023,East Zone,1527.16,2036.21,1233.4
15-10-2023,West Zone,470.93,180.73,759.47
15-10-2023,South Zone,7069.69,1673.26,763.79
15-10-2023,Central Zone,4044.76,315.96,10151.54
16-10-2023,North Zone,123.77,28.77,1826.03
16-10-2023,East Zone,3680.14,1699.34,1524.12
16-10-2023,West Zone,791.11,220.91,952.92
16-10-2023,South Zone,3391.02,1543.33,7960.77
16-10-2023,Central Zone,6987.87,3003.41,2975.53
17-10-2023,North Zone,2333.15,3437.33,2157.23
17-10-2023,East Zone,3978.13,716.77,1121.95
17-10-2023,West Zone,3462.04,3356.03,12434.31
17-10-2023,South Zone,3773.78,108.17,1167.44
17-10-2023,Central Zone,2847.63,1758.11,344.16
18-10-2023,North Zone,308.38,690.03,4225.38
18-10-2023,East Zone,466.65,1276.59,1376.95
18-10-2023,West Zone,3787.67,341.92,831.26
18-10-2023,South Zone,2261.35,421.88,3942.75
18-10-2023,Central Zone,6861.8,2904.14,2586.44
19-10-2023,North Zone,123.01,1528.13,552.7
19-10-2023,East Zone,841.35,1842.76,2763.57
19-10-2023,West Zone,7075.99,622.58,3559.02
19-10-2023,South Zone,1279.18,1037.99,3827.92
19-10-2023,Central Zone,2049.47,586.24,939.79
20-10-2023,North Zone,4893.06,399.29,2606.19
20-10-2023,East Zone,879.69,8.66,1466.83
20-10-2023,West Zone,7620.24,3516.47,9307.93
20-10-2023,South Zone,348.58,1664.45,2337.91
20-10-2023,Central Zone,4479.61,2121.73,3011.13
21-10-2023,North Zone,1119.5,79.28,707.47
21-10-2023,East Zone,313.78,2208.19,5806.67
21-10-2023,West Zone,1931.72,163.37,2111.98
21-10-2023,South Zone,3152.37,1906.48,4083.13
21-10-2023,Central Zone,5381.11,1489.73,256.62
22-10-2023,North Zone,122.45,3086.23,2446.3
22-10-2023,East Zone,1669.68,2671.63,2239.99
22-10-2023,West Zone,11657.46,520.16,4491.31
22-10-2023,South Zone,233.45,2465.08,4763.56
22-10-2023,Central Zone,1430.15,264.25,2013.16
23-10-2023,North Zone,3171.67,1734.51,2110.84
23-10-2023,East Zone,5608.18,197.54,1768.56
23-10-2023,West Zone,1077.02,511.61,4093.87
23-10-2023,South Zone,1486.13,2089.25,1924.68
23-10-2023,Central Zone,900.17,1401.86,3198.19
24-10-2023,North Zone,1018.09,58.53,4128.31
24-10-2023,East Zone,1220.87,1009.48,2702.61
24-10-2023,West Zone,3991.8,1121.4,1079.13
24-10-2023,South Zone,2562.12,2715.64,1551.25
24-10-2023,Central Zone,2185.56,1368.31,1496.11
25-10-2023,North Zone,8617.49,81.45,5586.38
25-10-2023,East Zone,4037.73,650.07,998.76
25-10-2023,West Zone,736.4,1289.23,4273.58
25-10-2023,South Zone,3035.64,5286.08,4195.71
25-10-2023,Central Zone,2194.66,578.86,2395.6
26-10-2023,North Zone,2591.34,5346.45,2140.46
26-10-2023,East Zone,2576.78,1019.82,5250.4
26-10-2023,West Zone,5641.59,798.41,9822.31
26-10-2023,South Zone,4801.09,687.87,2814.37
26-10-2023,Central Zone,4118.39,1109.44,1658.06
27-10-2023,North Zone,8029.06,746.63,3059.17
27-10-2023,East Zone,853.81,645.36,4256.44
27-10-2023,West Zone,673.46,5103.07,4843.84
27-10-2023,South Zone,297.88,910.32,4394.38
27-10-2023,Central Zone,9754.14,2021.5,1600.97
28-10-2023,North Zone,1221.67,1038.79,4087.58
28-10-2023,East Zone,4801.1,388.36,4610.35
28-10-2023,West Zone,2645.48,4361.7,2185.32
28-10-2023,South Zone,4581.17,3136.61,2214.14
28-10-2023,Central Zone,5816.13,225.29,5859.33
29-10-2023,North Zone,7989.12,3046.75,1463.52
29-10-2023,East Zone,3084.75,309.12,1240.72
29-10-2023,West Zone,1727.51,1184.45,7499.65
29-10-2023,South Zone,870.66,3766.94,519.82
29-10-2023,Central Zone,4068.43,1171.06,5484.32
30-10-2023,North Zone,447.21,376.26,2855.71
30-10-2023,East Zone,6117.78,487.07,7567.27
30-10-2023,West Zone,89.03,1795.89,1432.77
30-10-2023,South Zone,5895.58,2174.92,614.64
30-10-2023,Central Zone,781.85,1417.56,2044.5
31-10-2023,North Zone,1532.83,951.24,411.57
31-10-2023,East Zone,3003.71,595.07,7008.18
31-10-2023,West Zone,3512.22,3060.21,3697.21
31-10-2023,South Zone,1176.95,749.8,429.19
31-10-2023,Central Zone,1585.3,511.39,270.13
01-11-2023,North Zone,262.83,184.65,5190.07
01-11-2023,East Zone,3691.64,1763.6,6219.62
01-11-2023,West Zone,2655.04,1634.67,576.17
01-11-2023,South Zone,4328.83,3446.47,375.35
01-11-2023,Central Zone,3134.07,398.55,2328.67
02-11-2023,North Zone,297.56,688.5,8796.66
02-11-2023,East Zone,4860.22,1949.63,517.45
02-11-2023,West Zone,958.91,195.64,777.04
02-11-2023,South Zone,1736.35,467.95,774.35
02-11-2023,Central Zone,4469.3,2610.94,1087.15
03-11-2023,North Zone,2115.84,2075.48,875.23
03-11-2023,East Zone,338.19,480,2353.76
03-11-2023,West Zone,3869.22,398.83,5123.48
03-11-2023,South Zone,3710.48,1940.71,1470.71
03-11-2023,Central Zone,1291.15,612.86,945.38
04-11-2023,North Zone,1861.92,490.37,5573.32
04-11-2023,East Zone,1328.65,1259.43,1631.68
04-11-2023,West Zone,609.86,1469.52,541.64
04-11-2023,South Zone,3457.09,1389.45,871.92
04-11-2023,Central Zone,3276.75,899.66,1421.24
05-11-2023,North Zone,6116.69,432.58,442.91
05-11-2023,East Zone,3571.81,5533.94,163.67
05-11-2023,West Zone,3671.54,325.56,5898.09
05-11-2023,South Zone,2081.81,410.4,6442.59
05-11-2023,Central Zone,1814.09,441.63,3022.4
06-11-2023,North Zone,3451.47,46.26,2357.88
06-11-2023,East Zone,3581.79,2243.27,1047.91
06-11-2023,West Zone,28.24,2557.19,1671.75
06-11-2023,South Zone,2321.75,150.41,3244.61
06-11-2023,Central Zone,731.02,712.19,1844.33
07-11-2023,North Zone,9573.74,785.13,5867.25
07-11-2023,East Zone,1054.23,211.95,1998.54
07-11-2023,West Zone,1553.69,3140.33,640.33
07-11-2023,South Zone,5231.38,3136.57,7813.26
07-11-2023,Central Zone,292.77,2122.21,118.04
08-11-2023,North Zone,2242.68,365.37,3734.86
08-11-2023,East Zone,2045.59,613.65,1676.46
08-11-2023,West Zone,660.23,428.26,3675.12
08-11-2023,South Zone,2272.43,3582.56,1920.77
08-11-2023,Central Zone,4248.54,1264.1,41.86
09-11-2023,North Zone,3255.74,213.32,3361.77
09-11-2023,East Zone,1457.66,13.27,4139.29
09-11-2023,West Zone,283.9,427.09,1502.04
09-11-2023,South Zone,4453.54,4781.52,1963.39
09-11-2023,Central Zone,1344.38,42.13,102.3
10-11-2023,North Zone,1731.61,2404.86,3510.95
10-11-2023,East Zone,2622.09,59.21,258.91
10-11-2023,West Zone,793.78,1105.16,1141.47
10-11-2023,South Zone,1353.99,426.89,1046.32
10-11-2023,Central Zone,4394.56,603.04,5434.24
11-11-2023,North Zone,2636.27,465.77,2090.67
11-11-2023,East Zone,4569.17,770.22,217.88
11-11-2023,West Zone,4564.97,686.43,932.83
11-11-2023,South Zone,4454.86,2299.92,1976.54
11-11-2023,Central Zone,495.21,3820.33,9911.68
12-11-2023,North Zone,3425.3,696.55,1044.88
12-11-2023,East Zone,2133.57,2241.26,5650.13
12-11-2023,West Zone,209.04,15.37,727.54
12-11-2023,South Zone,5876.72,2050.38,3889.87
12-11-2023,Central Zone,809.04,987.59,967.19
13-11-2023,North Zone,46.12,2111.33,4494.87
13-11-2023,East Zone,3651.84,298.5,2377.71
13-11-2023,West Zone,668.82,556.38,6783.67
13-11-2023,South Zone,225.55,1407.87,343.34
13-11-2023,Central Zone,9613.06,2220.19,638
14-11-2023,North Zone,1409.66,394.76,7355.01
14-11-2023,East Zone,6438.05,1136.38,2071.77
14-11-2023,West Zone,4014.68,482.17,364.37
14-11-2023,South Zone,401.44,2883.27,6144.73
14-11-2023,Central Zone,3309.86,1426.18,738.08
15-11-2023,North Zone,582.12,472.14,883.91
15-11-2023,East Zone,917.5,3015.97,4867.16
15-11-2023,West Zone,1654.85,1404.95,3698.18
15-11-2023,South Zone,14464.89,722.52,1331.29
15-11-2023,Central Zone,986.15,4570.02,7733.15
16-11-2023,North Zone,8971.63,2739.33,2123.68
16-11-2023,East Zone,2351.18,499.3,4570.62
16-11-2023,West Zone,2824.81,279.33,1908.6
