IDENTIFIER,TITLE
BKAOPSLMES11M,"Priority Sector Loans of Scheduled Commercial Banks - Micro and Small Enterprises (Services) (Monthly, Old Classification)"
BKASCBCFOD11F,Outstanding Food Credit of Scheduled Commercial Banks (Fortnightly)
BKASCBGADV11A,Gross Advances of Scheduled Commercial Banks
BKASCBGNPA11A,Gross NPAs of Scheduled Commercial Banks
BKASCBIBAD11F,Investments in Bonds and Debentures by Scheduled Commercial Banks (Fortnightly)
BKAONFCTEA11M,"Scheduled Commercial Banks Credit to Industry  - Tea (Monthly, Old Classification)"
BKASCBIFIS11F,Investments by Scheduled Commercial Banks in Instruments issued by Financial Institutions (Fortnightly)
BKASCBISPS11F,Investments in Shares by Scheduled Commercial Banks  - PSUs (Fortnightly)
BKASCBISPV11F,Investments in Shares by Scheduled Commercial Banks  - Private Corporate Sector (Fortnightly)
BKASCBITOT11F,Total Investments by Scheduled Commercial Banks (fortnightly)
BKASCBNNPR11A,Net NPAs of Scheduled Commercial Banks (%)
BKASCREMET11Q,"Outstanding Credit of Scheduled Commercial Banks in Metropolitan areas (Quarterly, BSR1)"
BKASCREREC11Q,"Outstanding Credit of Scheduled Commercial Banks - Recreation services (Quarterly, BSR1)"
BKASCRERUR11Q,"Outstanding Credit of Scheduled Commercial Banks in Rural areas (Quarterly, BSR1)"
BKASCRETHR11Q,"Outstanding Credit of Scheduled Commercial Banks - Tourism, Hotels, Restaurants (Quarterly, BSR1)"
BKASCRINCH11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Chemicals (Quarterly, BSR1)"
BKASCRINNI11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Non-Infrastructure Construction (Quarterly, BSR1)"
BKASCRINOI11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Other Manufacturing (Quarterly, BSR1)"
BKASCRINPC11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Petroleum, Coal Products and Nuclear Fuel (Quarterly, BSR1)"
BKASCRINTX11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Textiles (Quarterly, BSR1)"
BKASCRINWS11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Gas, steam, water-supply (Quarterly, BSR1)"
BKASFBGNPA11A,Gross NPAs of Foreign Banks
BKASFBGNPR11A,Gross NPAs of Foreign Banks (%)
BKASFBKADC11A,"Outstanding Credit of Foreign Banks to Agriculture - Direct Finance (Annual, BSR1)"
BKASFBKADL11Q,"Outstanding Credit of Foreign Banks to Agriculture - Direct Finance (Quarterly, BSR1)"
BKASFBKAIN11A,"Number of Loan Accounts of Foreign Banks to Agriculture - Indirect Finance (Annual, BSR1)"
BKASFBKCDN11A,"Number of Loan Accounts of Foreign Banks to Consumer Durables (Annual, BSR1)"
BKASFBKCDN11Q,"Number of Loan Accounts of Foreign Banks to Consumer Durables (Quarterly, BSR1)"
BKASFBKCON11Q,"Number of Loan Accounts of Foreign Banks to Construction (Quarterly, BSR1)"
BKASFBKCTN11A,"Number of Loan Accounts of Foreign Banks to Cotton Textiles (Annual, BSR1)"
BKASFBKEDN11Q,"Number of Loan Accounts of Foreign Banks to Education (Quarterly, BSR1)"
BKASFBKENC11A,"Outstanding Credit of Foreign Banks to Engineering (Annual, BSR1)"
BKASFBKFIN11Q,"Number of Loan Accounts of Foreign Banks to Financial Sector (Quarterly, BSR1)"
BKASFBKFTN11A,"Number of Loan Accounts of Foreign Banks to Fertilisers (Annual, BSR1)"
BKASFBKGJN11A,"Number of Loan Accounts of Foreign Banks to Gems & Jewellery (Annual, BSR1)"
BKASFBKHCN11A,"Number of Loan Accounts of Foreign Banks to Heavy Industrial Chemicals (Annual, BSR1)"
BKASFBKHSN11Q,"Number of Loan Accounts of Foreign Banks to Housing (Quarterly, BSR1)"
BKASFBKIFN11A,"Number of Loan Accounts of Foreign Banks to Infrastructure Construction (Annual, BSR1)"
BKASFBKINC11A,"Outstanding Credit of Foreign Banks to Industry (Annual, BSR1)"
BKASFBKJUC11A,"Outstanding Credit of Foreign Banks to Jute & Other Natural Fibre Textiles (Annual, BSR1)"
BKASFBKLEC11A,"Outstanding Credit of Foreign Banks to Light Engineering (Annual, BSR1)"
BKASFBKMPL11Q,"Outstanding Credit of Foreign Banks to Manufacturing & Processing (Quarterly, BSR1)"
BKASFBKMPN11A,"Number of Loan Accounts of Foreign Banks to Metal Products (Annual, BSR1)"
BKASFBKMQN11Q,"Number of Loan Accounts of Foreign Banks to Mining & Quarrying (Quarterly, BSR1)"
BKASFBKOPL11Q,"Outstanding Credit of Foreign Banks to Other Personal Loans (Quarterly, BSR1)"
BKASFBKPLN11Q,"Number of Loan Accounts of Foreign Banks to Personal Loans (Quarterly, BSR1)"
BKASFBKPON11A,"Number of Loan Accounts of Foreign Banks to Professional & Other Services (Annual, BSR1)"
BKASFBKPPC11A,"Outstanding Credit of Foreign Banks to Paper, Paper Products & Printing (Annual, BSR1)"
BKASFBKPRN11A,"Number of Loan Accounts of Foreign Banks to Professional Services (Annual, BSR1)"
BKASFBKREC11A,"Outstanding Credit of Foreign Banks to Non-Conventional Energy (Annual, BSR1)"
BKASFBKRTC11A,"Outstanding Credit of Foreign Banks to Retail Trade (Annual, BSR1)"
BKASFBKTON11Q,"Number of Loan Accounts of Foreign Banks to Transport Operators (Quarterly, BSR1)"
BKASFBKTRN11Q,"Number of Loan Accounts of Foreign Banks to Trade (Quarterly, BSR1)"
BKASFBKUTC11A,"Outstanding Credit of Foreign Banks to Utilities (Annual, BSR1)"
BKASFBKUTN11A,"Number of Loan Accounts of Foreign Banks to Utilities (Annual, BSR1)"
BKASFBKVEC11A,"Outstanding Credit of Foreign Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASFBKWTL11Q,"Outstanding Credit of Foreign Banks to Wholesale Trade (Quarterly, BSR1)"
BKASMTEFIN11Q,"Outstanding Credit of Scheduled Commercial Banks - Financial Sector in Metropolitan areas (Quarterly, BSR1)"
BKASMTEPOS11Q,"Outstanding Credit of Scheduled Commercial Banks - Professional and other services in Metropolitan areas (Quarterly, BSR1)"
BKASMTETRO11Q,"Outstanding Credit of Scheduled Commercial Banks - Transport Operators in Metropolitan areas (Quarterly, BSR1)"
AGARKNMUNG18W,Normal weekly acreage under Kharif crops (2018-19 season) - Moong
AGARKNOTPL19W,Normal weekly acreage under Kharif crops (2019-20 season) - Other Pulses
AGARKNSYBN19W,Normal weekly acreage under Kharif crops (2019-20 season) - Soybean
AGPRTAPIOC11A,Production of Tapioca
AGYLFDGRAN11A,Foodgrains Yield
AGLSYAKSTT11A,Population of Yaks
AGPRRAGITT11A,Production of Ragi
BKAONFCIME11M,"Non-Food Credit of Scheduled Commercial Banks - Medium Industries (Monthly, Old Classification)"
BKAONFCIMQ11M,"Scheduled Commercial Banks Credit to Industry  - Mining and Quarrying (Monthly, Old Classification)"
BKASCRINDP11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Drugs and Pharmaceuticals (Quarterly, BSR1)"
BKASCRINFE11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Fertilisers (Quarterly, BSR1)"
BKASCRINME11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Basic Metal and Metal Products (Quarterly, BSR1)"
BKASFBKEMC11A,"Outstanding Credit of Foreign Banks to Electrical Machinery & Goods (Annual, BSR1)"
BKASFBKGJC11A,"Outstanding Credit of Foreign Banks to Gems & Jewellery (Annual, BSR1)"
BKASFBKITN11A,"Number of Loan Accounts of Foreign Banks to IT & Telecom (Annual, BSR1)"
BKASFBKLEN11A,"Number of Loan Accounts of Foreign Banks to Light Engineering (Annual, BSR1)"
BKASFBKTTN11Q,"Number of Loan Accounts of Foreign Banks (Quarterly, BSR1)"
BKASMTINMQ11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Mining and Quarrying in Metropolitan areas (Quarterly, BSR1)"
BKASMTPRHU11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Mortgage Loans in Metropolitan areas (Quarterly, BSR1)"
BKASMTPROP11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Other Personal Loans in Metropolitan areas (Quarterly, BSR1)"
BKASNFCDAD19M,"Non-Food Credit of Scheduled Commercial Banks - Consumer Durable Loans (Monthly, Adj for mergers)"
BKASFBKFPC11A,"Outstanding Credit of Foreign Banks to Food  Manufacturing & Processing (Annual, BSR1)"
BKASFBKFTC11A,"Outstanding Credit of Foreign Banks to Fertilisers (Annual, BSR1)"
BKASFBKIFC11A,"Outstanding Credit of Foreign Banks to Infrastructure Construction (Annual, BSR1)"
BKASFBKOPC11A,"Outstanding Credit of Foreign Banks to Other Personal Loans (Annual, BSR1)"
BKASFBKOSC11A,"Outstanding Credit of Foreign Banks to Other Services (Annual, BSR1)"
BKASFBKRMN11A,"Number of Loan Accounts of Foreign Banks to Rice Mills, Flour & Dal Mills (Annual, BSR1)"
BKASFBKRSC11A,"Outstanding Credit of Foreign Banks to Recreation Services (Annual, BSR1)"
BKASFBKSGC11A,"Outstanding Credit of Foreign Banks to Sugar (Annual, BSR1)"
BKASFBKVEN11A,"Number of Loan Accounts of Foreign Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASFBKWTC11A,"Outstanding Credit of Foreign Banks to Wholesale Trade (Annual, BSR1)"
BKASNFCAGA11M,Non-Food Credit of Scheduled Commercial Banks - Agriculture (Monthly)
BKASNFCICH11M,Scheduled Commercial Banks Credit to Industry  - Chemicals (Monthly)
BKASNFCIFP11M,Scheduled Commercial Banks Credit to Industry  - Food Processing (Monthly)
BKASNFCIIA11M,Scheduled Commercial Banks Credit to Industry  - Airports (Monthly)
BKASNFCIIT11M,Scheduled Commercial Banks Credit to Industry  - Telecommunications (Monthly)
BKASNFCIIW11M,Scheduled Commercial Banks Credit to Industry  - Railways other than Indian Railways (Monthly)
BKASNFCIMQ11M,Scheduled Commercial Banks Credit to Industry  - Mining and Quarrying (Monthly)
BKASNFCIPP11M,Scheduled Commercial Banks Credit to Industry  - Paper and Paper Products (Monthly)
BKASNFCIRP11M,Scheduled Commercial Banks Credit to Industry  - Rubber and Plastic Products (Monthly)
BKASNFCITX11M,Scheduled Commercial Banks Credit to Industry  - Textiles (Monthly)
BKASNFCOEN11M,Scheduled Commercial Banks Credit to Industry  - Other Engineering (Monthly)
BKASNFCPMG11M,Non-Food Credit of Scheduled Commercial Banks - Mortgage Loans (Monthly)
BKASNFCSHF11M,Non-Food Credit of Scheduled Commercial Banks - HFCs (Monthly)
BKASNFCSPS11M,Non-Food Credit of Scheduled Commercial Banks - Professional Services (Monthly)
BKASNFCSTO11M,Non-Food Credit of Scheduled Commercial Banks - Transport Operators (Monthly)
BKASNFCSVC11M,Non-Food Credit of Scheduled Commercial Banks - Services (Monthly)
BKASNFCSWT11M,Non-Food Credit of Scheduled Commercial Banks - Wholesale Trade (Monthly)
BKASNFPSAD19M,"Non-Food Credit of Scheduled Commercial Banks - Professional Services (Monthly, Adj for mergers)"
BKASNFRTAD19M,"Non-Food Credit of Scheduled Commercial Banks - Retail Trade (Monthly, Adj for mergers)"
BKASNFSHAD19M,"Non-Food Credit of Scheduled Commercial Banks - Shipping (Monthly, Adj for mergers)"
BKASNUFOPL11Q,Number of Individual Other Personal Loan Accounts (Female)
BKASNUIOPL11Q,Number of Individual Other Personal Loan Accounts
BKASNUIVEH11Q,Number of Individual Vehicle Loan Accounts
BKASNUMHSG11Q,Number of Individual Housing Loan Accounts (Male)
BKASOSFOPL11Q,Outstanding Individual Personal Loans - Other Personal Loans (Female)
BKASOSFVEH11Q,Outstanding Individual Personal Loans - Vehicle Loans (Female)
BKASOSICRD11Q,Outstanding Individual Personal Loans - Credit Card Receivables
BKASOSIEDU11Q,Outstanding Individual Personal Loans - Education Loans
BKASOSIVEH11Q,Outstanding Individual Personal Loans - Vehicle Loans
BKASOSMVEH11Q,Outstanding Individual Personal Loans - Vehicle Loans (Male)
BKASOSFTOT11Q,Outstanding Individual Personal Loans (Female)
BKASPBGNPA11A,Gross NPAs of Public Sector Banks
BKASPSLMED11M,Priority Sector Loans of Scheduled Commercial Banks - Medium Enterprises (Monthly)
BKASPSLOPR11M,Priority Sector Loans of Scheduled Commercial Banks - Other Priority Sectors (Monthly)
BKASPSLSIF11M,Priority Sector Loans of Scheduled Commercial Banks - Social Infrastructure (Monthly)
BKASPSUAIN11Q,"Number of Loan Accounts of Public Sector Banks to Agriculture - Indirect Finance (Quarterly, BSR1)"
BKASPSUAND11A,"Number of Loan Accounts of Public Sector Banks to Agriculture - Direct Finance (Annual, BSR1)"
BKASPSUAUC11A,"Outstanding Credit of Public Sector Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASPSUBTN11A,"Number of Loan Accounts of Public Sector Banks to Beverage & Tobacco (Annual, BSR1)"
BKASPSUCEC11A,"Outstanding Credit of Public Sector Banks to Cement & Cement Products (Annual, BSR1)"
BKASPSUCEN11A,"Number of Loan Accounts of Public Sector Banks to Cement & Cement Products (Annual, BSR1)"
BKASPSUCON11A,"Number of Loan Accounts of Public Sector Banks to Construction (Annual, BSR1)"
BKASPSUCON11Q,"Number of Loan Accounts of Public Sector Banks to Construction (Quarterly, BSR1)"
BKASPSUCPC11A,"Outstanding Credit of Public Sector Banks to Chemicals & Chemical Products (Annual, BSR1)"
BKASPSUCTC11A,"Outstanding Credit of Public Sector Banks to Cotton Textiles (Annual, BSR1)"
BKASPSUECC11A,"Outstanding Credit of Public Sector Banks to Electricity Generation & Transmission (Annual, BSR1)"
BKASPSUELC11A,"Outstanding Credit of Public Sector Banks to Electronic Machinery & Goods (Annual, BSR1)"
BKASPSUEMN11A,"Number of Loan Accounts of Public Sector Banks to Electrical Machinery & Goods (Annual, BSR1)"
BKASPSUFIL11Q,"Outstanding Credit of Public Sector Banks to Financial Sector (Quarterly, BSR1)"
BKASPSUFPC11A,"Outstanding Credit of Public Sector Banks to Food  Manufacturing & Processing (Annual, BSR1)"
BKASPSUFTC11A,"Outstanding Credit of Public Sector Banks to Fertilisers (Annual, BSR1)"
BKASPSUHEC11A,"Outstanding Credit of Public Sector Banks to Heavy Engineering (Annual, BSR1)"
BKASPSUHEN11A,"Number of Loan Accounts of Public Sector Banks to Heavy Engineering (Annual, BSR1)"
BKASPSUINC11A,"Outstanding Credit of Public Sector Banks to Industry (Annual, BSR1)"
BKASPSUINN11A,"Number of Loan Accounts of Public Sector Banks to Industry (Annual, BSR1)"
BKASPSUINN11Q,"Number of Loan Accounts of Public Sector Banks to Industry (Quarterly, BSR1)"
BKASPSUIRN11A,"Number of Loan Accounts of Public Sector Banks to Iron & Steel (Annual, BSR1)"
BKASPSUJUN11A,"Number of Loan Accounts of Public Sector Banks to Jute & Other Natural Fibre Textiles (Annual, BSR1)"
BKASPSULEN11A,"Number of Loan Accounts of Public Sector Banks to Light Engineering (Annual, BSR1)"
BKASPSUMGN11A,"Number of Loan Accounts of Public Sector Banks to Manufacturing (Annual, BSR1)"
BKASPSUMPC11A,"Outstanding Credit of Public Sector Banks to Metal Products (Annual, BSR1)"
BKASPSUMPL11Q,"Outstanding Credit of Public Sector Banks to Manufacturing & Processing (Quarterly, BSR1)"
BKASPSUNEN11A,"Number of Loan Accounts of Public Sector Banks to Non-Edible Oils (Annual, BSR1)"
BKASPSUNIN11A,"Number of Loan Accounts of Public Sector Banks to Non-Infrastructure Construction (Annual, BSR1)"
BKASPSUOFN11A,"Number of Loan Accounts of Public Sector Banks to Others (Annual, BSR1)"
BKASPSUOPC11A,"Outstanding Credit of Public Sector Banks to Other Personal Loans (Annual, BSR1)"
BKASPSUOPL11Q,"Outstanding Credit of Public Sector Banks to Other Personal Loans (Quarterly, BSR1)"
BKASPSUORC11A,"Outstanding Credit of Public Sector Banks to Other Sectors (Annual, BSR1)"
BKASPSUOTN11A,"Number of Loan Accounts of Public Sector Banks to Other Textiles & Textile Products (Annual, BSR1)"
BKASPSUPLN11A,"Number of Loan Accounts of Public Sector Banks to Personal Loans (Annual, BSR1)"
BKASPSURPN11A,"Number of Loan Accounts of Public Sector Banks to Rubber & Plastic Products (Annual, BSR1)"
BKASPSURTN11Q,"Number of Loan Accounts of Public Sector Banks to Retail Trade (Quarterly, BSR1)"
BKASPSUTHC11A,"Outstanding Credit of Public Sector Banks to Tourism Hotels, Restaurants (Annual, BSR1)"
BKASPSUTHN11A,"Number of Loan Accounts of Public Sector Banks to Tourism Hotels, Restaurants (Annual, BSR1)"
BKASPSUTOL11Q,"Outstanding Credit of Public Sector Banks to Transport Operators (Quarterly, BSR1)"
BKASPSUTTN11A,"Number of Loan Accounts of Public Sector Banks to All Sectors (Annual, BSR1)"
BKASPSUTTN11Q,"Number of Loan Accounts of Public Sector Banks (Quarterly, BSR1)"
BKASPSUTXC11A,"Outstanding Credit of Public Sector Banks to Textiles (Annual, BSR1)"
BKASPSUVEN11A,"Number of Loan Accounts of Public Sector Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASPSUWTN11Q,"Number of Loan Accounts of Public Sector Banks to Wholesale Trade (Quarterly, BSR1)"
BKASPVNADV11A,Net Advances of Private Sector Banks
BKASPVTAIN11A,"Number of Loan Accounts of Private Sector Banks to Agriculture - Indirect Finance (Annual, BSR1)"
BKASPVTBTC11A,"Outstanding Credit of Private Sector Banks to Beverage & Tobacco (Annual, BSR1)"
BKASPVTCDN11A,"Number of Loan Accounts of Private Sector Banks to Consumer Durables (Annual, BSR1)"
BKASPVTCDN11Q,"Number of Loan Accounts of Private Sector Banks to Consumer Durables (Quarterly, BSR1)"
BKASPVTEON11A,"Number of Loan Accounts of Private Sector Banks to Edible Oils & Vanaspati (Annual, BSR1)"
BKASPVTFIL11Q,"Outstanding Credit of Private Sector Banks to Financial Sector (Quarterly, BSR1)"
BKASPVTFPC11A,"Outstanding Credit of Private Sector Banks to Food  Manufacturing & Processing (Annual, BSR1)"
BKASPVTHOC11A,"Outstanding Credit of Private Sector Banks to Housing (Annual, BSR1)"
BKASPVTINC11A,"Outstanding Credit of Private Sector Banks to Industry (Annual, BSR1)"
BKASPVTLEC11A,"Outstanding Credit of Private Sector Banks to Light Engineering (Annual, BSR1)"
BKASPVTMGN11A,"Number of Loan Accounts of Private Sector Banks to Manufacturing (Annual, BSR1)"
BKASPVTMPC11A,"Outstanding Credit of Private Sector Banks to Metal Products (Annual, BSR1)"
BKASPVTOPN11Q,"Number of Loan Accounts of Private Sector Banks to Other Personal Loans (Quarterly, BSR1)"
BKASPVTOSC11A,"Outstanding Credit of Private Sector Banks to Other Services (Annual, BSR1)"
BKASPVTOTC11A,"Outstanding Credit of Private Sector Banks to Other Textiles & Textile Products (Annual, BSR1)"
BKASPVTPCC11A,"Outstanding Credit of Private Sector Banks to Petroleum, Coal, Nuclear Fuels (Annual, BSR1)"
BKASPVTPON11A,"Number of Loan Accounts of Private Sector Banks to Professional & Other Services (Annual, BSR1)"
BKASPVTTON11A,"Number of Loan Accounts of Private Sector Banks to Transport Operators (Annual, BSR1)"
BKASPVTTON11Q,"Number of Loan Accounts of Private Sector Banks to Transport Operators (Quarterly, BSR1)"
BKASPVTWTN11Q,"Number of Loan Accounts of Private Sector Banks to Wholesale Trade (Quarterly, BSR1)"
BKASRRBAGN11A,"Number of Loan Accounts of Regional Rural Banks to Agriculture (Annual, BSR1)"
BKASRRBCON11A,"Number of Loan Accounts of Regional Rural Banks to Construction (Annual, BSR1)"
BKASRRBCPC11A,"Outstanding Credit of Regional Rural Banks to Chemicals & Chemical Products (Annual, BSR1)"
BKASRRBCPN11A,"Number of Loan Accounts of Regional Rural Banks to Chemicals & Chemical Products (Annual, BSR1)"
BKASRRBCTN11A,"Number of Loan Accounts of Regional Rural Banks to Cotton Textiles (Annual, BSR1)"
BKASRRBEDN11A,"Number of Loan Accounts of Regional Rural Banks to Education (Annual, BSR1)"
BKASRRBEOC11A,"Outstanding Credit of Regional Rural Banks to Edible Oils & Vanaspati (Annual, BSR1)"
BKASRRBFPC11A,"Outstanding Credit of Regional Rural Banks to Food  Manufacturing & Processing (Annual, BSR1)"
BKASRRBFPN11A,"Number of Loan Accounts of Regional Rural Banks to Food  Manufacturing & Processing (Annual, BSR1)"
BKASRRBHTN11A,"Number of Loan Accounts of Regional Rural Banks to Handloom Textiles & Khadi (Annual, BSR1)"
BKASRRBIFC11A,"Outstanding Credit of Regional Rural Banks to Infrastructure Construction (Annual, BSR1)"
BKASRRBINC11A,"Outstanding Credit of Regional Rural Banks to Industry (Annual, BSR1)"
BKASRRBITC11A,"Outstanding Credit of Regional Rural Banks to IT & Telecom (Annual, BSR1)"
BKASRRBJUN11A,"Number of Loan Accounts of Regional Rural Banks to Jute & Other Natural Fibre Textiles (Annual, BSR1)"
BKASRRBMPC11A,"Outstanding Credit of Regional Rural Banks to Metal Products (Annual, BSR1)"
BKASRRBOTN11A,"Number of Loan Accounts of Regional Rural Banks to Other Textiles & Textile Products (Annual, BSR1)"
BKASRRBPOC11A,"Outstanding Credit of Regional Rural Banks to Professional & Other Services (Annual, BSR1)"
BKASRRBPPC11A,"Outstanding Credit of Regional Rural Banks to Paper, Paper Products & Printing (Annual, BSR1)"
BKASRRBPPN11A,"Number of Loan Accounts of Regional Rural Banks to Paper, Paper Products & Printing (Annual, BSR1)"
BKASRRBRPN11A,"Number of Loan Accounts of Regional Rural Banks to Rubber & Plastic Products (Annual, BSR1)"
BKASRRBRTC11A,"Outstanding Credit of Regional Rural Banks to Retail Trade (Annual, BSR1)"
BKASRRBUTC11A,"Outstanding Credit of Regional Rural Banks to Utilities (Annual, BSR1)"
BKASRRBVEC11A,"Outstanding Credit of Regional Rural Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASRRBWTN11A,"Number of Loan Accounts of Regional Rural Banks to Wholesale Trade (Annual, BSR1)"
BKASRUEAGR11Q,"Outstanding Credit of Scheduled Commercial Banks to Agriculture in Rural areas (Quarterly, BSR1)"
BKASRUERET11Q,"Outstanding Credit of Scheduled Commercial Banks - Retail Trade in Rural areas (Quarterly, BSR1)"
BKASPSUOFC11A,"Outstanding Credit of Public Sector Banks to Others (Annual, BSR1)"
BKASPSUPLN11Q,"Number of Loan Accounts of Public Sector Banks to Personal Loans (Quarterly, BSR1)"
BKASPSUTTL11Q,"Outstanding Credit of Public Sector Banks (Quarterly, BSR1)"
BKASPVTBMC11A,"Outstanding Credit of Private Sector Banks to Basic Metals & Metal Products (Annual, BSR1)"
BKASPVTDPC11A,"Outstanding Credit of Private Sector Banks to Drugs & Pharmaceuticals (Annual, BSR1)"
BKASPSUEOC11A,"Outstanding Credit of Public Sector Banks to Edible Oils & Vanaspati (Annual, BSR1)"
BKASPSUHSL11Q,"Outstanding Credit of Public Sector Banks to Housing (Quarterly, BSR1)"
BKASPSUOCC11A,"Outstanding Credit of Public Sector Banks to Other Chemical Products (Annual, BSR1)"
BKASPSUORN11A,"Number of Loan Accounts of Public Sector Banks to Other Sectors (Annual, BSR1)"
BKASPVTECC11A,"Outstanding Credit of Private Sector Banks to Electricity Generation & Transmission (Annual, BSR1)"
BKASPVTEDN11Q,"Number of Loan Accounts of Private Sector Banks to Education (Quarterly, BSR1)"
BKASPVTHON11A,"Number of Loan Accounts of Private Sector Banks to Housing (Annual, BSR1)"
BKASPVTIRN11A,"Number of Loan Accounts of Private Sector Banks to Iron & Steel (Annual, BSR1)"
BKASPVTOCC11A,"Outstanding Credit of Private Sector Banks to Other Chemical Products (Annual, BSR1)"
BKASPVTPPN11A,"Number of Loan Accounts of Private Sector Banks to Paper, Paper Products & Printing (Annual, BSR1)"
BKASRRBENN11A,"Number of Loan Accounts of Regional Rural Banks to Engineering (Annual, BSR1)"
BKASRRBGJN11A,"Number of Loan Accounts of Regional Rural Banks to Gems & Jewellery (Annual, BSR1)"
BKASRRBPLC11A,"Outstanding Credit of Regional Rural Banks to Personal Loans (Annual, BSR1)"
BKASRUEFIN11Q,"Outstanding Credit of Scheduled Commercial Banks - Financial Sector in Rural areas (Quarterly, BSR1)"
BKASPVTIRC11A,"Outstanding Credit of Private Sector Banks to Iron & Steel (Annual, BSR1)"
BKASPVTMIN11A,"Number of Loan Accounts of Private Sector Banks to Mining & Quarrying (Annual, BSR1)"
BKASPVTTEC11A,"Outstanding Credit of Private Sector Banks to Tea Processing (Annual, BSR1)"
BKASRRBAIN11A,"Number of Loan Accounts of Regional Rural Banks to Agriculture - Indirect Finance (Annual, BSR1)"
BKASRRBBTC11A,"Outstanding Credit of Regional Rural Banks to Beverage & Tobacco (Annual, BSR1)"
BKASRRBFTN11A,"Number of Loan Accounts of Regional Rural Banks to Fertilisers (Annual, BSR1)"
BKASRRBLPN11A,"Number of Loan Accounts of Regional Rural Banks to Leather & Leather Products (Annual, BSR1)"
BKASRRBMGC11A,"Outstanding Credit of Regional Rural Banks to Manufacturing (Annual, BSR1)"
BKASRRBOMC11A,"Outstanding Credit of Regional Rural Banks to Other Manufacturing (Annual, BSR1)"
BKASRRBOPC11A,"Outstanding Credit of Regional Rural Banks to Other Personal Loans (Annual, BSR1)"
BKASRRBRSC11A,"Outstanding Credit of Regional Rural Banks to Recreation Services (Annual, BSR1)"
BKASRRBSGN11A,"Number of Loan Accounts of Regional Rural Banks to Sugar (Annual, BSR1)"
BKASSCBAGG11Q,Outstanding Credit of Scheduled Commercial Banks in all Population regions
BKASSCBAND11A,"Number of Loan Accounts of Scheduled Commercial Banks to Agriculture - Direct Finance (Annual, BSR1)"
BKASSCBAUC11A,"Outstanding Credit of Scheduled Commercial Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASSCBAUN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASSCBBMC11A,"Outstanding Credit of Scheduled Commercial Banks to Basic Metals & Metal Products (Annual, BSR1)"
BKASSCBCIF11A,"Scheduled Commercial Banks Credit to Individuals - Female (Annual, BSR1)"
BKASSCBCIM11Q,Scheduled Commercial Banks Credit to Individuals - Male
BKASSCBCJG11A,"Scheduled Commercial Banks Credit to Joint Liability Groups, NGOs, Trusts (Annual, BSR1)"
BKASSCBCMF11Q,Scheduled Commercial Banks Credit to Micro Finance Institutions
BKASSCBCNP11A,"Scheduled Commercial Banks Credit to Non-Profit Institutions (Annual, BSR1)"
BKASSCBCNP11Q,Scheduled Commercial Banks Credit to Non-Profit Institutions
BKASSCBCNR11A,"Scheduled Commercial Banks Credit to Non-Residents (Annual, BSR1)"
BKASSCBCON11Q,"Number of Loan Accounts of Scheduled Commercial Banks to Construction (Quarterly, BSR1)"
BKASSCBCPS11A,"Scheduled Commercial Banks Credit to Public Sector (Annual, BSR1)"
BKASSCBCSU23Q,"Outstanding Credit of Scheduled Commercial Banks in Semi-Urban Areas (2011 Census, ex RRBs)"
BKASSCBCVF11A,"Scheduled Commercial Banks Credit to Private Financial Corporations (Annual, BSR1)"
BKASSCBCVN11A,"Scheduled Commercial Banks Credit to Private Non-Financial Corporations (Annual, BSR1)"
BKASSCBCVN11Q,Scheduled Commercial Banks Credit to Private Non-Financial Corporations
BKASSCBECN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Electricity Generation & Transmission (Annual, BSR1)"
BKASSCBEDN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Education (Annual, BSR1)"
BKASSCBELC11A,"Outstanding Credit of Scheduled Commercial Banks to Electronic Machinery & Goods (Annual, BSR1)"
BKASSCBELN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Electronic Machinery & Goods (Annual, BSR1)"
BKASSCBEON11A,"Number of Loan Accounts of Scheduled Commercial Banks to Edible Oils & Vanaspati (Annual, BSR1)"
BKASSCBFTC11A,"Outstanding Credit of Scheduled Commercial Banks to Fertilisers (Annual, BSR1)"
