IDENTIFIER,TITLE
IFSPMNOCLO11A,Overseas Cargo Handled by New Mangalore Port - Loaded
IFSPMNOCUN11A,Overseas Cargo Handled by New Mangalore Port - Unloaded
IFSPMNOTRS11A,Total Cargo Handled by New Mangalore Port - Others
IFSPMNOVTO11A,Overseas Cargo Handled by New Mangalore Port
IFSPMNPETR11A,Total Cargo Handled by New Mangalore Port - POL (Crude and Products)
IFSPMNRFER11A,Total Cargo Handled by New Mangalore Port - Fertiliser Raw Material
IFSPMICCLO11A,Coastal Cargo Handled by Minor Ports - Loaded
IFSPMIPOLP11M,Total Cargo Handled by Non-Major Ports - Petroleum Products (Monthly)
IFSPMNTCLO11A,Total Cargo Handled by New Mangalore Port - Loaded
IFSPMNTCUN11A,Total Cargo Handled by New Mangalore Port - Unloaded
IFSPMNTOCO11A,Total Container Traffic Handled by Mangalore Port
IFSPMNTOTC11A,Total Cargo Handled by New Mangalore Port
IFSPMOCCTO11A,Coastal Cargo Handled by Mormugao Port
IFSPMOCCUN11A,Coastal Cargo Handled by Mormugao Port - Unloaded
IFSPMOCOAL11A,Total Cargo Handled by Mormugao Port - Coal
IFSPMOCOLO11A,Total Container Traffic Handled by Mormugao Port - Loaded
IFSPMOCOUN11A,Total Container Traffic Handled by Mormugao Port - Unloaded
IFSPMOFDGR11A,Total Cargo Handled by Mormugao Port - Foodgrains
IFSPMOFEOR11A,Total Cargo Handled by Mormugao Port - Iron Ore
IFSPMOFERT11A,Total Cargo Handled by Mormugao Port - Fertiliser
IFSPMOOCLO11A,Overseas Cargo Handled by Mormugao Port - Loaded
IFSPMOOCUN11A,Overseas Cargo Handled by Mormugao Port - Unloaded
IFSPMOOTRS11A,Total Cargo Handled by Mormugao Port - Others
IFSPMOOVTO11A,Overseas Cargo Handled by Mormugao Port
IFSPMOPETR11A,Total Cargo Handled by Mormugao Port - POL (Crude and Products)
IFSPMORFER11A,Total Cargo Handled by Mormugao Port - Fertiliser Raw Material
IFSPMOTCLO11A,Total Cargo Handled by Mormugao Port - Loaded
IFSPMOTCUN11A,Total Cargo Handled by Mormugao Port - Unloaded
IFSPMOTOCO11A,Total Container Traffic Handled by Mormugao Port
IFSPMOTOTC11A,Total Cargo Handled by Mormugao Port
IFSPMUCCLO11A,Coastal Cargo Handled by Mumbai Port - Loaded
IFSPMUCCTO11A,Coastal Cargo Handled by Mumbai Port
IFSPMUCCUN11A,Coastal Cargo Handled by Mumbai Port - Unloaded
IFSPMUCOAL11A,Total Cargo Handled by Mumbai Port - Coal
IFSPMUCOLO11A,Total Container Traffic Handled by Mumbai Port - Loaded
IFSPMUCOUN11A,Total Container Traffic Handled by Mumbai Port - Unloaded
IFSPMUFDGR11A,Total Cargo Handled by Mumbai Port - Foodgrains
IFSPMUFEOR11A,Total Cargo Handled by Mumbai Port - Iron Ore
IFSPMUFERT11A,Total Cargo Handled by Mumbai Port - Fertiliser
IFSPMUOCLO11A,Overseas Cargo Handled by Mumbai Port - Loaded
IFSPMUOCUN11A,Overseas Cargo Handled by Mumbai Port - Unloaded
IFSPMUOTRS11A,Total Cargo Handled by Mumbai Port - Others
IFSPMUPETR11A,Total Cargo Handled by Mumbai Port - POL (Crude and Products)
IFSPMUTCLO11A,Total Cargo Handled by Mumbai Port - Loaded
IFSPMUTCUN11A,Total Cargo Handled by Mumbai Port - Unloaded
IFSPMUTOCO11A,Total Container Traffic Handled by Mumbai Port
IFSPPACCLO11A,Coastal Cargo Handled by Paradip Port - Loaded
IFSPPACCTO11A,Coastal Cargo Handled by Paradip Port
IFSPPACCUN11A,Coastal Cargo Handled by Paradip Port - Unloaded
IFSPPACOAL11A,Total Cargo Handled by Paradip Port - Coal
IFSPPACOLO11A,Total Container Traffic Handled by Paradip Port - Loaded
IFSPPAFDGR11A,Total Cargo Handled by Paradip Port - Foodgrains
IFSPPAFEOR11A,Total Cargo Handled by Paradip Port - Iron Ore
IFSPPAFERT11A,Total Cargo Handled by Paradip Port - Fertiliser
IFSPPAOCLO11A,Overseas Cargo Handled by Paradip Port - Loaded
IFSPPAOCUN11A,Overseas Cargo Handled by Paradip Port - Unloaded
IFSPPAOVTO11A,Overseas Cargo Handled by Paradip Port
IFSPPAPETR11A,Total Cargo Handled by Paradip Port - POL (Crude and Products)
IFSPPARFER11A,Total Cargo Handled by Paradip Port - Fertiliser Raw Material
IFSPPATCLO11A,Total Cargo Handled by Paradip Port - Loaded
IFSPPATCUN11A,Total Cargo Handled by Paradip Port - Unloaded
IFSPPATOCO11A,Total Container Traffic Handled by Paradip Port
IFSPPATOTC11A,Total Cargo Handled by Paradip Port
IFSPTUCCLO11A,Coastal Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Loaded
IFSPTUCCTO11A,Coastal Cargo Handled by V. O. Chidambaranar (Tuticorin) Port
IFSPTUCCUN11A,Coastal Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Unloaded
IFSPTUCOAL11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Coal
IFSPTUCOUN11A,Total Container Traffic Handled by V. O. Chidambaranar (Tuticorin) Port - Unloaded
IFSPTUFDGR11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Foodgrains
IFSPTUFEOR11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Iron Ore
IFSPTUFERT11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Fertiliser
IFSPTUOCLO11A,Overseas Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Loaded
IFSPTUOTRS11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Others
IFSPTUOVTO11A,Overseas Cargo Handled by V. O. Chidambaranar (Tuticorin) Port
IFSPTUPETR11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - POL (Crude and Products)
IFSPTURFER11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Fertiliser Raw Material
IFSPTUTCLO11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Loaded
IFSPTUTCUN11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Unloaded
IFSPTUTOCO11A,Total Container Traffic Handled by V. O. Chidambaranar (Tuticorin) Port
IFSPTUTOTC11A,Total Cargo Handled by V. O. Chidambaranar (Tuticorin) Port
IFSPVICCLO11A,Coastal Cargo Handled by Visakhapatnam Port - Loaded
IFSPVICCTO11A,Coastal Cargo Handled by Visakhapatnam Port
IFSPVICCUN11A,Coastal Cargo Handled by Visakhapatnam Port - Unloaded
IFSPVICOAL11A,Total Cargo Handled by Visakhapatnam Port - Coal
IFSPVICOLO11A,Total Container Traffic Handled by Visakhapatnam Port - Loaded
IFSPVICOUN11A,Total Container Traffic Handled by Visakhapatnam Port - Unloaded
IFSPVIFDGR11A,Total Cargo Handled by Visakhapatnam Port - Foodgrains
IFSPVIFEOR11A,Total Cargo Handled by Visakhapatnam Port - Iron Ore
IFSPMNCOLO11A,Total Container Traffic Handled by Mangalore Port - Loaded
IFSPMOCCLO11A,Coastal Cargo Handled by Mormugao Port - Loaded
IFSPMUOVTO11A,Overseas Cargo Handled by Mumbai Port
IFSPMURFER11A,Total Cargo Handled by Mumbai Port - Fertiliser Raw Material
IFSPMUTOTC11A,Total Cargo Handled by Mumbai Port
IFSPPAOTRS11A,Total Cargo Handled by Paradip Port - Others
IFSPTUCOLO11A,Total Container Traffic Handled by V. O. Chidambaranar (Tuticorin) Port - Loaded
IFSPTUOCUN11A,Overseas Cargo Handled by V. O. Chidambaranar (Tuticorin) Port - Unloaded
IFSPVIFERT11A,Total Cargo Handled by Visakhapatnam Port - Fertiliser
IFSPVIOCLO11A,Overseas Cargo Handled by Visakhapatnam Port - Loaded
IFSPVIOCUN11A,Overseas Cargo Handled by Visakhapatnam Port - Unloaded
IFSPVIOVTO11A,Overseas Cargo Handled by Visakhapatnam Port
IFSPVIPETR11A,Total Cargo Handled by Visakhapatnam Port - POL (Crude and Products)
IFSPVIRFER11A,Total Cargo Handled by Visakhapatnam Port - Fertiliser Raw Material
IFSPVITCLO11A,Total Cargo Handled by Visakhapatnam Port - Loaded
IFSPVITCUN11A,Total Cargo Handled by Visakhapatnam Port - Unloaded
IFSPVITOCO11A,Total Container Traffic Handled by Visakhapatnam Port
IFSPVITOTC11A,Total Cargo Handled by Visakhapatnam Port
LAEMLFPRFA11Q,"Labour Force Participation Rate in Urban Areas - Female, all age groups"
LAEMLFPRFW11Q,"Labour Force Participation Rate in Urban Areas - Female, 15+ age group"
LAEMLFPRFY11Q,"Labour Force Participation Rate in Urban Areas - Female, 15-29 age group"
LAEMLFPRMA11Q,"Labour Force Participation Rate in Urban Areas - Male, all age groups"
LAEMLFPRMW11Q,"Labour Force Participation Rate in Urban Areas - Male, 15+ age group"
LAEMLFPRMY11Q,"Labour Force Participation Rate in Urban Areas - Male, 15-29 age group"
LAEMLFPRTA11Q,"Labour Force Participation Rate in Urban Areas - Total, all age groups"
LAEMLFPRTW11Q,"Labour Force Participation Rate in Urban Areas - Total, 15+ age group"
LAEMLFPRTY11Q,"Labour Force Participation Rate in Urban Areas - Total, 15-29 age group"
LAEMNEPFAL11M,Number of new EPF Subscribers during the month
IFSPPACOUN11A,Total Container Traffic Handled by Paradip Port - Unloaded
IFSPVIOTRS11A,Total Cargo Handled by Visakhapatnam Port - Others
LAEMNEPFAL18M,Number of new EPF Subscribers during the month - less than 18 years
LAEMNEPFAL21M,Number of new EPF Subscribers during the month - 18 to 21 years
LAEMNEPFAL25M,Number of new EPF Subscribers during the month - 22 to 25 years
LAEMNEPFAL28M,Number of new EPF Subscribers during the month - 26 to 28 years
LAEMNEPFAL35M,Number of new EPF Subscribers during the month - 29 to 35 years
LAEMNEPFAL60M,Number of new EPF Subscribers during the month - Over 35 years
LAEMNEPFFE11M,Number of new EPF Subscribers during the month (Female)
LAEMNEPFFE18M,Number of new EPF Subscribers during the month (Female) - less than 18 years
LAEMNEPFFE25M,Number of new EPF Subscribers during the month (Female) - 22 to 25 years
LAEMNEPFFE28M,Number of new EPF Subscribers during the month (Female) - 26 to 28 years
LAEMNEPFFE35M,Number of new EPF Subscribers during the month (Female) - 29 to 35 years
LAEMNEPFFE60M,Number of new EPF Subscribers during the month (Female) - Over 35 years
LAEMNEPFMA11M,Number of new EPF Subscribers during the month (Male)
LAEMNEPFMA18M,Number of new EPF Subscribers during the month (Male) - less than 18 years
LAEMNEPFMA21M,Number of new EPF Subscribers during the month (Male) - 18 to 21 years
LAEMNEPFMA25M,Number of new EPF Subscribers during the month (Male) - 22 to 25 years
LAEMNEPFMA28M,Number of new EPF Subscribers during the month (Male) - 26 to 28 years
LAEMNEPFMA35M,Number of new EPF Subscribers during the month (Male) - 29 to 35 years
LAEMNEPFMA60M,Number of new EPF Subscribers during the month (Male) - Over 35 years
LAEMNEPFOT11M,Number of new EPF Subscribers during the month (Others)
LAEMNEPFOT18M,Number of new EPF Subscribers during the month (Others) - less than 18 years
LAEMNEPFOT21M,Number of new EPF Subscribers during the month (Others) - 18 to 21 years
LAEMNEPFOT25M,Number of new EPF Subscribers during the month (Others) - 22 to 25 years
LAEMNEPFOT28M,Number of new EPF Subscribers during the month (Others) - 26 to 28 years
LAEMNEPFOT35M,Number of new EPF Subscribers during the month (Others) - 29 to 35 years
LAEMNEPFOT60M,Number of new EPF Subscribers during the month (Others) - Over 35 years
LAEMNESIAL11M,Number of New ESIC Subscribers
LAEMNESIAL18M,Number of New ESIC Subscribers - less than 18 years
LAEMNESIAL21M,Number of New ESIC Subscribers - 18 to 21 years
LAEMNESIAL25M,Number of New ESIC Subscribers - 22 to 25 years
LAEMNESIAL28M,Number of New ESIC Subscribers - 26 to 28 years
LAEMNESIAL35M,Number of New ESIC Subscribers - 29 to 35 years
LAEMNESIAL60M,Number of New ESIC Subscribers - over 35 years
LAEMNESIFE11M,Number of New ESIC Subscribers (Female)
LAEMNESIFE18M,Number of New ESIC Subscribers (Female) - less than 18 years
LAEMNESIFE21M,Number of New ESIC Subscribers (Female) - 18 to 21 years
LAEMNESIFE25M,Number of New ESIC Subscribers (Female) - 22 to 25 years
LAEMNESIFE28M,Number of New ESIC Subscribers (Female) - 26 to 28 years
LAEMNESIFE35M,Number of New ESIC Subscribers (Female) - 29 to 35 years
LAEMNESIFE60M,Number of New ESIC Subscribers (Female) - over 35 years
LAEMNESIMA11M,Number of New ESIC Subscribers (Male)
LAEMNESIMA21M,Number of New ESIC Subscribers (Male) - 18 to 21 years
LAEMNESIMA25M,Number of New ESIC Subscribers (Male) - 22 to 25 years
LAEMNESIMA28M,Number of New ESIC Subscribers (Male) - 26 to 28 years
LAEMNESIMA35M,Number of New ESIC Subscribers (Male) - 29 to 35 years
LAEMNESIMA60M,Number of New ESIC Subscribers (Male) - over 35 years
LAEMNNPCGA11M,New Central Government subscribers during the month
LAEMNNPCGA21M,New Central Government subscribers during the month - 18 to 21 years
LAEMNNPCGA25M,New Central Government subscribers during the month - 22 to 25 years
LAEMNNPCGA28M,New Central Government subscribers during the month - 26 to 28 years
LAEMNNPCGA35M,New Central Government subscribers during the month - 29 to 35 years
LAEMNNPCGA60M,New Central Government subscribers during the month - above 35 years
LAEMNNPCGF11M,New Central Government subscribers during the month (Female)
LAEMNNPCGF21M,New Central Government subscribers during the month (Female) - 18 to 21 years
LAEMNESIMA18M,Number of New ESIC Subscribers (Male) - less than 18 years
LAEMNNPCGF25M,New Central Government subscribers during the month (Female) - 22 to 25 years
LAEMNNPCGF28M,New Central Government subscribers during the month (Female) - 26 to 28 years
LAEMNNPCGF35M,New Central Government subscribers during the month (Female) - 29 to 35 years
LAEMNNPCGF60M,New Central Government subscribers during the month (Female) - above 35 years
LAEMNNPCGM11M,New Central Government subscribers during the month (Male)
LAEMNNPCGM21M,New Central Government subscribers during the month (Male) - 18 to 21 years
LAEMNNPCGM25M,New Central Government subscribers during the month (Male) - 22 to 25 years
LAEMNNPCGM28M,New Central Government subscribers during the month (Male) - 26 to 28 years
LAEMNNPCGM35M,New Central Government subscribers during the month (Male) - 29 to 35 years
LAEMNNPNGA11M,New Non-Government subscribers during the month
LAEMNNPNGA21M,New Non-Government subscribers during the month - 18 to 21 years
LAEMNNPNGA25M,New Non-Government subscribers during the month - 22 to 25 years
LAEMNNPNGA28M,New Non-Government subscribers during the month - 26 to 28 years
LAEMNNPNGA35M,New Non-Government subscribers during the month - 29 to 35 years
LAEMNNPNGA60M,New Non-Government subscribers during the month - above 35 years
LAEMNNPNGF11M,New Non-Government subscribers during the month (Female)
LAEMNNPNGF21M,New Non-Government subscribers during the month (Female) - 18 to 21 years
LAEMNNPNGF25M,New Non-Government subscribers during the month (Female) - 22 to 25 years
LAEMNNPNGF28M,New Non-Government subscribers during the month (Female) - 26 to 28 years
LAEMNNPNGF35M,New Non-Government subscribers during the month (Female) - 29 to 35 years
LAEMNNPNGM11M,New Non-Government subscribers during the month (Male)
LAEMNNPNGM21M,New Non-Government subscribers during the month (Male) - 18 to 21 years
LAEMNNPNGM25M,New Non-Government subscribers during the month (Male) - 22 to 25 years
LAEMNNPNGM28M,New Non-Government subscribers during the month (Male) - 26 to 28 years
LAEMNNPNGM60M,New Non-Government subscribers during the month (Male) - above 35 years
LAEMNNPSAL11M,Total new NPS Subscribers
LAEMNNPSAL21M,Total new NPS Subscribers - 18 to 21 years
LAEMNNPSAL25M,Total new NPS Subscribers - 22 to 25 years
LAEMNNPSAL28M,Total new NPS Subscribers - 26 to 28 years
LAEMNNPSAL35M,Total new NPS Subscribers - 29 to 35 years
LAEMNNPSAL60M,Total new NPS Subscribers - above 35 years
LAEMNNPSGA11M,New State Government subscribers during the month
LAEMNNPSGA21M,New State Government subscribers during the month - 18 to 21 years
LAEMNNPSGA25M,New State Government subscribers during the month - 22 to 25 years
LAEMNNPSGA28M,New State Government subscribers during the month - 26 to 28 years
LAEMNNPSGA35M,New State Government subscribers during the month - 29 to 35 years
LAEMNNPSGA60M,New State Government subscribers during the month - above 35 years
LAEMNNPSGF11M,New State Government subscribers during the month (Female)
LAEMNNPSGF21M,New State Government subscribers during the month (Female) - 18 to 21 years
LAEMNNPSGF25M,New State Government subscribers during the month (Female) - 22 to 25 years
LAEMNNPSGF28M,New State Government subscribers during the month (Female) - 26 to 28 years
LAEMNNPSGF35M,New State Government subscribers during the month (Female) - 29 to 35 years
LAEMNNPSGF60M,New State Government subscribers during the month (Female) - above 35 years
LAEMNNPSGM11M,New State Government subscribers during the month (Male)
LAEMNNPSGM21M,New State Government subscribers during the month (Male) - 18 to 21 years
LAEMNNPSGM25M,New State Government subscribers during the month (Male) - 22 to 25 years
LAEMNNPSGM28M,New State Government subscribers during the month (Male) - 26 to 28 years
LAEMNNPSGM35M,New State Government subscribers during the month (Male) - 29 to 35 years
LAEMNNPSGM60M,New State Government subscribers during the month (Male) - above 35 years
LAEMNREGAD11A,Average Days of Work Provided under NREGA per Household (annual)
LAEMNREGHN11A,Number of Households provided work under NREGA (annual)
LAEMNREGPD11A,Person Days of Work provided under NREGA (annual)
LAEMNREGPD11M,Person Days of Work created under NREGA (Monthly)
LAEMNREGPN11A,Number of Persons provided work under NREGA (annual)
LAEMNREGWD11M,Number of Persons Demanding work under NREGA (monthly)
LAEMNNPCGM60M,New Central Government subscribers during the month (Male) - above 35 years
LAEMNNPNGM35M,New Non-Government subscribers during the month (Male) - 29 to 35 years
LAEMNREGWR11A,Average Daily Wage Rate under NREGA (annual)
LAEMREPFAL11M,Number of EPF Subscribers who exited and rejoined during the month
LAEMREPFAL18M,Number of EPF Subscribers who exited and rejoined during the month - less than 18 years
LAEMREPFAL21M,Number of EPF Subscribers who exited and rejoined during the month - 18 to 21 years
LAEMREPFAL25M,Number of EPF Subscribers who exited and rejoined during the month - 22 to 25 years
LAEMREPFAL35M,Number of EPF Subscribers who exited and rejoined during the month - 29 to 35 years
LAEMREPFAL60M,Number of EPF Subscribers who exited and rejoined during the month - Over 35 years
LAEMREPFFE11M,Number of EPF Subscribers who exited and rejoined during the month (Female)
LAEMREPFFE18M,Number of EPF Subscribers who exited and rejoined during the month (Female) - less than 18 years
LAEMREPFFE21M,Number of EPF Subscribers who exited and rejoined during the month (Female) - 18 to 21 years
LAEMREPFFE25M,Number of EPF Subscribers who exited and rejoined during the month (Female) - 22 to 25 years
LAEMREPFFE28M,Number of EPF Subscribers who exited and rejoined during the month (Female) - 26 to 28 years
LAEMREPFFE35M,Number of EPF Subscribers who exited and rejoined during the month (Female) - 29 to 35 years
LAEMREPFFE60M,Number of EPF Subscribers who exited and rejoined during the month (Female) - Over 35 years
LAEMREPFMA11M,Number of EPF Subscribers who exited and rejoined during the month (Male)
LAEMREPFMA18M,Number of EPF Subscribers who exited and rejoined during the month (Male) - less than 18 years
LAEMREPFMA21M,Number of EPF Subscribers who exited and rejoined during the month (Male) - 18 to 21 years
LAEMREPFMA25M,Number of EPF Subscribers who exited and rejoined during the month (Male) - 22 to 25 years
LAEMREPFMA28M,Number of EPF Subscribers who exited and rejoined during the month (Male) - 26 to 28 years
LAEMREPFOT11M,Number of EPF Subscribers who exited and rejoined during the month (Others)
LAEMREPFOT18M,Number of EPF Subscribers who exited and rejoined during the month (Others) - less than 18 years
LAEMREPFOT21M,Number of EPF Subscribers who exited and rejoined during the month (Others) - 18 to 21 years
LAEMREPFOT25M,Number of EPF Subscribers who exited and rejoined during the month (Others) - 22 to 25 years
LAEMREPFOT35M,Number of EPF Subscribers who exited and rejoined during the month (Others) - 29 to 35 years
LAEMREPFOT60M,Number of EPF Subscribers who exited and rejoined during the month (Others) - Over 35 years
LAEMUPWCLA11Q,Percentage of Workers in Urban Areas Employed as Casual labourer - Total
LAEMUPWCLF11Q,Percentage of Workers in Urban Areas Employed as Casual labourer - Female
LAEMUPWCLM11Q,Percentage of Workers in Urban Areas Employed as Casual labourer - Male
LAEMUPWEAA11Q,Percentage of Workers in Urban Areas Employed in Agriculture - Total
LAEMUPWEAF11Q,Percentage of Workers in Urban Areas Employed in Agriculture - Female
LAEMUPWEAM11Q,Percentage of Workers in Urban Areas Employed in Agriculture - Male
LAEMUPWEIA11Q,Percentage of Workers in Urban Areas Employed in Industry - Total
LAEMUPWEIF11Q,Percentage of Workers in Urban Areas Employed in Industry - Female
LAEMUPWEIM11Q,Percentage of Workers in Urban Areas Employed in Industry - Male
LAEMUPWESA11Q,Percentage of Workers in Urban Areas Employed in Services - Total
LAEMUPWESF11Q,Percentage of Workers in Urban Areas Employed in Services - Female
LAEMUPWHHA11Q,Percentage of Workers in Urban Areas Employed as Helper in household enterprise - Total
LAEMUPWHHF11Q,Percentage of Workers in Urban Areas Employed as Helper in household enterprise - Female
LAEMUPWHHM11Q,Percentage of Workers in Urban Areas Employed as Helper in household enterprise - Male
LAEMUPWOAA11Q,Percentage of Workers in Urban Areas Employed as Own account worker - Total
LAEMUPWOAF11Q,Percentage of Workers in Urban Areas Employed as Own account worker - Female
LAEMUPWOAM11Q,Percentage of Workers in Urban Areas Employed as Own account worker - Male
LAEMUPWRWA11Q,Percentage of Workers in Urban Areas Employed as Regular wage/salaried - Total
LAEMNEPFFE21M,Number of new EPF Subscribers during the month (Female) - 18 to 21 years
LAEMNNPNGF60M,New Non-Government subscribers during the month (Female) - above 35 years
LAEMREPFAL28M,Number of EPF Subscribers who exited and rejoined during the month - 26 to 28 years
LAEMREPFMA35M,Number of EPF Subscribers who exited and rejoined during the month (Male) - 29 to 35 years
LAEMREPFMA60M,Number of EPF Subscribers who exited and rejoined during the month (Male) - Over 35 years
LAEMREPFOT28M,Number of EPF Subscribers who exited and rejoined during the month (Others) - 26 to 28 years
LAEMUPWRWF11Q,Percentage of Workers in Urban Areas Employed as Regular wage/salaried - Female
LAEMUPWRWM11Q,Percentage of Workers in Urban Areas Employed as Regular wage/salaried - Male
LAEMUPWSEA11Q,Percentage of Workers in Urban Areas Employed as Self employed - Total
LAEMUPWSEF11Q,Percentage of Workers in Urban Areas Employed as Self employed - Female
LAEMUPWSEM11Q,Percentage of Workers in Urban Areas Employed as Self employed - Male
LAEMURFALL11Q,"Unemployment Rate in Urban Areas - Female, (above 15yrs)"
LAEMURFYNG11Q,"Unemployment Rate in Urban Areas - Female, 15-29 age group"
LAEMURMALL11Q,"Unemployment Rate in Urban Areas - Male, (above 15yrs)"
LAEMURMYNG11Q,"Unemployment Rate in Urban Areas - Male, 15-29 age group"
LAEMURTALL11Q,"Unemployment Rate in Urban Areas - Total, (above 15yrs)"
LAEMURTYNG11Q,"Unemployment Rate in Urban Areas - Total, 15-29 age group"
LAEMUWPAAA11Q,Worker Population Ratio in Urban Areas (all ages) - Total
LAEMUWPAWA11Q,Worker Population Ratio in Urban Areas (ages 15+) - Total
LAEMUWPAYA11Q,Worker Population Ratio in Urban Areas (ages 15-29) - Total
LAEMUWPFAA11Q,Worker Population Ratio in Urban Areas (all ages) - Female
LAEMUWPFWA11Q,Worker Population Ratio in Urban Areas (ages 15+) - Female
LAEMUWPFYA11Q,Worker Population Ratio in Urban Areas (ages 15-29) - Female
LAEMUWPMAA11Q,Worker Population Ratio in Urban Areas (all ages) - Male
LAEMUWPMWA11Q,Worker Population Ratio in Urban Areas (ages 15+) - Male
LAEMUWPMYA11Q,Worker Population Ratio in Urban Areas (ages 15-29) - Male
LAEMXEPFAL11M,Number of EPF Subscribers exited during the month
LAEMXEPFAL18M,Number of EPF Subscribers exited during the month - less than 18 years
LAEMXEPFAL21M,Number of EPF Subscribers exited during the month - 18 to 21 years
LAEMXEPFAL25M,Number of EPF Subscribers exited during the month - 22 to 25 years
LAEMXEPFAL35M,Number of EPF Subscribers exited during the month - 29 to 35 years
LAEMXEPFAL60M,Number of EPF Subscribers exited during the month - Over 35 years
LAEMXEPFFE11M,Number of EPF Subscribers exited during the month (Female)
LAEMXEPFFE18M,Number of EPF Subscribers exited during the month (Female) - less than 18 years
LAEMXEPFFE21M,Number of EPF Subscribers exited during the month (Female) - 18 to 21 years
LAEMXEPFFE25M,Number of EPF Subscribers exited during the month (Female) - 22 to 25 years
LAEMXEPFFE28M,Number of EPF Subscribers exited during the month (Female) - 26 to 28 years
LAEMXEPFFE35M,Number of EPF Subscribers exited during the month (Female) - 29 to 35 years
LAEMXEPFFE60M,Number of EPF Subscribers exited during the month (Female) - Over 35 years
LAEMXEPFMA11M,Number of EPF Subscribers exited during the month (Male)
LAEMXEPFMA18M,Number of EPF Subscribers exited during the month (Male) - less than 18 years
LAEMUPWESM11Q,Percentage of Workers in Urban Areas Employed in Services - Male
LAEMXEPFAL28M,Number of EPF Subscribers exited during the month - 26 to 28 years
LAEMXEPFMA21M,Number of EPF Subscribers exited during the month (Male) - 18 to 21 years
LAEMXEPFMA25M,Number of EPF Subscribers exited during the month (Male) - 22 to 25 years
LAEMXEPFMA28M,Number of EPF Subscribers exited during the month (Male) - 26 to 28 years
LAEMXEPFMA35M,Number of EPF Subscribers exited during the month (Male) - 29 to 35 years
LAEMXEPFMA60M,Number of EPF Subscribers exited during the month (Male) - Over 35 years
LAEMXEPFOT11M,Number of EPF Subscribers exited during the month (Others)
LAEMXEPFOT18M,Number of EPF Subscribers exited during the month (Others) - less than 18 years
LAEMXEPFOT21M,Number of EPF Subscribers exited during the month (Others) - 18 to 21 years
LAEMXEPFOT25M,Number of EPF Subscribers exited during the month (Others) - 22 to 25 years
LAEMXEPFOT28M,Number of EPF Subscribers exited during the month (Others) - 26 to 28 years
LAEMXEPFOT35M,Number of EPF Subscribers exited during the month (Others) - 29 to 35 years
LAEMXEPFOT60M,Number of EPF Subscribers exited during the month (Others) - Over 35 years
LAEMXESIAL11M,Number of Existing ESIC Subscribers
LAEMXESIAL18M,Number of Existing ESIC Subscribers - less than 18 years
LAEMXESIAL21M,Number of Existing ESIC Subscribers - 18 to 21 years
LAEMXESIAL25M,Number of Existing ESIC Subscribers - 22 to 25 years
LAEMXESIAL28M,Number of Existing ESIC Subscribers - 26 to 28 years
LAEMXESIAL35M,Number of Existing ESIC Subscribers - 29 to 35 years
LAEMXESIAL60M,Number of Existing ESIC Subscribers - over 35 years
LAEMXESIFE11M,Number of Existing ESIC Subscribers (Female)
LAEMXESIFE18M,Number of Existing ESIC Subscribers (Female) - less than 18 years
LAEMXESIFE21M,Number of Existing ESIC Subscribers (Female) - 18 to 21 years
LAEMXESIFE25M,Number of Existing ESIC Subscribers (Female) - 22 to 25 years
LAEMXESIFE28M,Number of Existing ESIC Subscribers (Female) - 26 to 28 years
LAEMXESIFE35M,Number of Existing ESIC Subscribers (Female) - 29 to 35 years
LAEMXESIFE60M,Number of Existing ESIC Subscribers (Female) - over 35 years
LAEMXESIMA11M,Number of Existing ESIC Subscribers (Male)
LAEMXESIMA21M,Number of Existing ESIC Subscribers (Male) - 18 to 21 years
LAEMXESIMA25M,Number of Existing ESIC Subscribers (Male) - 22 to 25 years
LAEMXESIMA28M,Number of Existing ESIC Subscribers (Male) - 26 to 28 years
LAEMXESIMA35M,Number of Existing ESIC Subscribers (Male) - 29 to 35 years
LAEMXESIMA60M,Number of Existing ESIC Subscribers (Male) - over 35 years
LAEMXNPSAL11M,Total Existing and Contributing NPS Subscribers
LAEMXNPSAL21M,Total Existing and Contributing NPS Subscribers - 18 to 21 years
LAEMXNPSAL28M,Total Existing and Contributing NPS Subscribers - 26 to 28 years
LAEMXNPSAL35M,Total Existing and Contributing NPS Subscribers - 29 to 35 years
LAEMXNPSAL60M,Total Existing and Contributing NPS Subscribers - above 35 years
LANJSITADV11M,"Naukri JobSpeak Index - Advertising, PR"
LANJSITAGR11M,Naukri JobSpeak Index - Agriculture
LANJSITAID11M,Naukri JobSpeak Index - Architecture
LANJSITATF11M,"Naukri JobSpeak Index - Accounting, Taxation, Finance"
LANJSITAUT11M,Naukri JobSpeak Index - Autos
